encounter_id,dbscan,kmeans
4066842,6,2
4075428,7,2
4080900,7,2
4084140,5,0
4084524,7,2
4084572,3,0
4086876,1,0
4088250,5,0
4089042,6,2
4092882,6,2
4099092,5,0
4107000,7,2
4113636,5,1
4116180,7,1
4129332,5,0
4134588,4,0
4136232,5,0
4139334,1,0
4140282,0,0
4150626,8,2
4166928,5,0
4169322,5,0
4171422,7,2
4171512,5,1
4174734,6,1
4174992,4,0
4175052,6,2
4193160,5,0
4206732,5,0
4208082,8,2
4209828,5,0
4211154,7,2
4212192,7,1
4218042,5,0
4226292,8,1
4227894,3,0
4232790,4,0
4234932,2,0
4242192,3,0
4243080,6,2
4243416,7,1
4248912,5,0
4251816,1,0
4253874,6,2
4255176,6,2
4255452,6,2
4255566,8,1
4259334,5,0
4259742,6,2
4262964,4,0
4296672,8,2
4313136,5,0
4318740,5,0
4321050,5,1
4322028,5,0
4329624,7,2
4332414,6,2
4337124,0,0
4337322,8,2
4342122,8,2
4342398,7,2
4342554,6,2
4342662,6,2
4342920,7,2
4355634,6,2
4361868,6,2
4373364,6,2
4375530,8,2
4403682,8,1
4404288,5,1
4404996,7,1
4407876,6,2
4409652,7,2
4413204,7,2
4433586,7,2
4439622,7,2
4440984,7,2
4442922,7,2
4469928,6,2
4470960,5,1
4475958,6,1
4476318,7,2
4477266,5,0
4477536,1,0
4478058,6,2
4478760,4,0
4486032,5,0
4487532,4,0
4488132,5,0
4489938,5,0
4493220,6,2
4493466,7,2
4494078,4,0
4495386,5,0
4497462,4,0
4497762,7,2
4497834,3,0
4504644,7,1
4507116,4,0
4507902,9,2
4525302,1,0
4526874,1,0
4537050,7,2
4540344,6,2
4560078,5,0
4573914,5,1
4575066,1,0
4576464,7,2
4582062,5,1
4619742,7,2
4622622,8,1
4629828,6,1
4649478,7,2
4654188,7,2
4655094,8,2
4657218,6,1
4657536,7,2
4659948,7,2
4663212,4,0
4664574,6,2
4664652,7,2
4672434,4,0
4679262,7,2
4680186,6,2
4682388,6,1
4728330,8,2
4729674,3,0
4730190,8,2
4731546,3,0
4734798,7,2
4736166,7,2
4736214,4,0
4765758,7,2
4772286,0,0
4798818,3,0
4801326,3,0
4804620,7,2
4804968,5,0
4809204,5,1
4834632,4,0
4840590,7,1
4840836,3,0
4843464,9,2
4854336,5,0
4860744,7,2
4860756,8,2
4862514,6,1
4863114,7,1
4865082,6,2
4865826,5,0
4869474,6,2
4878348,7,2
4878900,5,0
4879860,7,2
4882110,7,2
4884108,7,1
4888146,8,2
4888266,5,0
4888752,7,2
4890552,6,1
4892538,6,1
4893408,7,1
4893582,8,2
4897554,5,0
4902108,6,2
4919700,5,0
4922826,5,0
4936380,6,2
4939896,5,0
4959690,3,0
4960230,5,0
4960926,4,0
4965444,6,2
4969548,5,0
4971204,6,2
4973010,5,0
4973118,7,2
4977414,6,2
4980942,6,1
5038050,4,0
5041998,7,2
5048562,7,2
5049342,3,0
5050146,5,1
5051634,5,0
5051868,8,2
5052870,7,2
5053842,5,0
5056230,7,2
5074566,5,1
5096592,6,2
5116878,6,1
5121912,6,1
5122188,5,0
5122290,5,0
5123070,6,2
5123124,5,0
5123250,9,2
5130642,4,0
5165052,5,0
5165772,4,0
5184162,7,2
5188536,6,2
5189298,6,2
5197476,6,1
5197890,6,2
5204424,4,0
5210952,3,0
5231520,6,2
5235234,2,0
5240286,5,0
5240640,6,1
5243178,7,2
5249430,7,2
5253192,7,2
5253882,6,2
5255370,5,0
5264082,4,0
5266074,5,0
5266116,5,0
5266218,6,2
5267052,6,2
5272992,6,1
5277336,4,0
5279394,5,0
5280666,6,2
5281974,9,2
5282856,5,0
5283786,5,0
5287668,5,0
5289156,5,0
5289846,7,2
5290392,7,2
5292372,8,2
5293386,7,2
5293506,3,0
5293998,7,2
5294886,6,2
5296632,6,2
5297256,4,0
5319174,7,2
5323656,7,2
5334888,8,2
5335140,5,0
5349312,7,2
5351838,6,1
5352888,7,2
5357160,4,0
5357616,7,1
5358312,6,2
5395752,7,2
5414448,7,1
5424786,4,0
5427300,6,2
5427474,2,0
5433990,5,0
5458920,7,1
5459490,6,1
5480742,5,0
5488950,4,0
5491998,6,2
5496270,7,2
5503818,6,1
5505486,6,2
5514390,5,0
5516124,5,0
5524668,5,0
5562150,7,1
5563794,5,1
5576172,7,1
5583924,4,0
5593122,5,0
5593794,6,2
5600406,7,2
5650074,6,2
5651706,5,0
5652390,5,1
5654628,2,0
5655186,3,0
5657328,7,1
5661192,6,2
5670816,7,2
5681436,7,2
5682786,6,1
5683404,4,0
5683578,6,1
5683854,6,2
5691738,8,1
5693046,8,2
5694618,8,2
5697012,6,2
5698884,8,2
5719230,5,0
5733036,5,0
5744958,7,2
5754180,5,0
5755800,7,2
5790000,7,2
5805234,4,0
5828766,4,0
5835240,7,1
5836536,6,2
5848968,3,0
5893320,6,2
5897310,7,2
5905512,7,2
5912364,5,0
5914314,7,2
5915502,4,0
5916612,1,0
5929704,6,1
5960106,7,2
5970528,7,1
5981844,5,0
5983116,6,1
5993358,3,0
5993400,6,2
6000072,7,2
6011832,2,1
6044778,8,1
6065928,3,0
6068238,5,0
6077826,7,2
6079362,7,2
6087666,7,2
6090396,7,2
6094266,5,0
6094530,4,0
6100236,6,2
6100254,6,2
6131094,7,2
6138192,6,2
6174762,6,2
6176124,6,2
6176166,6,2
6178680,8,2
6179820,6,2
6181560,1,0
6194106,4,0
6197640,6,2
6217362,6,1
6248682,1,0
6291540,4,0
6299184,5,0
6318930,4,0
6319422,7,2
6320778,3,0
6325398,4,0
6337620,6,2
6355014,4,0
6355440,0,0
6375564,8,2
6380298,4,0
6382680,7,2
6384432,5,0
6384966,7,2
6387198,7,2
6392556,4,0
6395592,8,2
6400152,7,2
6402138,5,0
6409200,6,2
6409620,4,0
6447234,4,0
6463974,7,2
6465714,9,2
6478860,7,2
6479016,8,2
6479334,5,1
6479826,7,2
6487182,5,1
6489306,5,0
6490980,3,0
6492654,5,0
6494982,5,2
6495960,9,2
6504906,5,0
6548964,7,2
6564180,0,0
6571380,7,2
6572046,5,1
6577986,7,2
6579774,6,2
6581646,4,0
6582546,7,2
6584874,6,2
6590442,3,0
6608874,6,2
6620760,5,0
6636342,7,2
6646260,6,2
6651384,5,0
6656496,6,2
6657678,7,2
6697722,6,2
6709620,7,2
6720732,6,2
6721254,6,2
6722676,7,2
6725226,5,0
6735816,5,1
6736032,8,2
6736968,7,2
6737004,5,0
6740700,6,2
6797352,6,2
6800616,6,2
6804738,7,2
6805482,7,2
6812988,5,0
6815154,5,0
6819072,8,2
6820692,4,0
6822684,4,0
6833718,7,1
6842886,5,1
6867720,7,2
6867804,6,2
6874512,6,2
6879588,7,1
6884346,5,0
6889836,2,0
6892062,5,1
6893976,7,2
6894558,6,2
6895560,4,0
6896538,3,0
6896670,2,0
6896718,6,2
6897186,8,2
6897456,7,2
6897696,1,0
6899208,5,0
6899730,7,2
6900738,6,1
6902166,6,2
6902646,4,0
6904998,7,2
6905298,7,2
6907074,8,2
6907530,3,0
6907938,4,0
6911658,7,2
6932958,4,0
6934086,6,2
6936978,6,2
6946248,8,2
6952410,6,2
6971064,4,1
6974160,3,0
6981924,1,0
6984210,7,2
6988968,6,1
6989070,3,0
6991644,8,2
6992808,6,2
6993210,6,2
6993492,8,2
7028472,7,1
7046418,6,2
7055958,3,0
7062456,6,2
7062552,5,0
7063266,4,0
7065768,4,0
7067946,7,2
7089882,7,2
7100040,5,0
7104774,7,2
7111506,6,2
7112478,6,1
7125354,3,0
7134888,7,1
7135560,5,0
7136664,6,2
7138326,5,0
7138524,4,1
7178106,1,0
7178910,4,0
7188852,6,1
7189884,5,0
7197084,0,0
7201710,7,2
7205370,5,0
7212504,2,0
7212516,7,2
7214772,4,0
7216542,4,0
7216812,6,1
7217022,5,0
7226970,5,0
7257798,6,1
7261392,5,1
7269804,7,2
7272702,5,0
7274742,6,1
7274928,5,1
7284348,5,0
7285104,6,2
7286064,4,0
7287294,4,0
7291986,5,1
7292178,6,1
7292958,7,2
7296180,4,0
7296540,5,0
7298202,5,0
7301244,4,0
7301982,7,2
7302378,6,1
7302828,2,0
7306530,5,0
7331322,2,0
7352712,1,0
7357404,7,2
7359630,7,2
7366248,7,2
7368432,6,2
7370142,2,0
7371168,6,2
7371972,4,0
7372068,7,2
7372182,4,0
7372386,3,0
7373118,7,2
7373364,6,2
7384422,6,2
7400064,7,2
7408302,5,0
7414854,3,0
7424202,4,0
7425954,5,0
7431366,5,1
7432206,6,1
7432662,8,1
7432920,6,2
7485582,7,2
7487646,3,0
7494870,5,0
7497384,7,2
7500936,0,0
7501614,6,2
7502424,7,2
7555146,5,0
7556418,5,0
7564920,7,1
7567170,5,0
7568058,5,0
7568742,1,0
7568838,6,2
7599132,8,1
7606674,5,0
7609632,7,2
7623816,5,0
7637220,4,0
7637604,8,2
7638540,4,0
7650378,4,0
7650828,7,2
7653840,5,0
7657008,7,2
7657398,8,2
7661850,6,2
7663122,5,0
7664688,6,2
7665510,5,1
7668324,4,0
7669572,7,2
7730160,7,1
7733208,6,2
7734444,6,2
7735086,7,2
7753584,5,0
7761210,4,0
7761672,7,2
7765356,7,2
7765518,4,0
7765794,5,1
7766334,5,0
7770594,7,2
7770666,7,2
7812402,2,0
7822302,3,0
7823112,7,2
7823370,5,0
7823850,5,0
7825020,4,0
7830462,6,2
7831746,0,0
7836894,8,2
7839114,1,0
7841952,4,0
7842342,7,2
7843596,4,0
7868124,5,1
7870338,4,0
7897794,4,0
7899324,7,1
7899528,6,1
7902720,7,2
7908588,6,2
7908600,1,0
7909254,5,0
7934502,6,2
7939362,5,0
7942464,7,2
7944066,9,2
7946712,9,2
7947702,4,0
7950408,7,2
7955598,1,0
7957170,6,2
7957806,5,1
7960158,4,0
7965498,7,2
7966266,4,0
7970964,7,2
7972380,5,0
7975482,8,2
7976148,6,2
7976388,1,0
7977342,6,2
7977348,7,2
7978098,5,2
7978656,5,0
7978782,4,0
7980534,6,2
7981038,6,1
7983306,8,2
7985712,8,2
7989870,8,2
7990446,8,1
7990494,4,0
7990806,5,0
7990818,5,0
7992276,4,0
7993662,7,2
7997280,5,0
8005920,7,2
8007984,5,0
8016168,6,2
8021076,5,0
8024742,7,2
8028618,6,2
8030712,4,0
8038050,6,1
8042082,5,0
8048562,8,2
8051610,7,2
8056050,8,1
8057076,5,0
8057154,7,2
8057670,8,2
8058450,4,0
8058528,4,0
8061012,7,2
8062380,8,2
8062638,7,2
8065074,1,0
8069322,3,0
8069868,3,0
8107908,8,2
8109204,5,0
8139822,6,1
8148048,6,1
8150046,7,2
8155560,5,0
8156442,6,2
8162418,1,0
8174016,5,0
8200722,4,0
8216922,8,2
8228502,3,0
8231298,5,0
8233818,4,0
8234694,8,2
8235036,6,2
8235630,6,2
8265720,5,0
8271114,8,2
8274126,4,0
8282100,4,0
8282970,7,2
8288436,5,0
8291700,0,0
8295246,5,0
8296188,4,0
8296950,6,1
8299374,6,1
8304684,4,1
8304744,8,2
8306148,7,2
8306436,7,2
8308146,4,0
8333868,6,2
8343534,7,2
8343546,4,0
8344572,6,2
8354730,3,0
8355312,4,0
8356344,4,0
8356560,7,2
8359086,8,1
8369190,6,2
8373792,8,2
8373876,7,2
8378760,8,2
8379516,0,0
8380170,5,0
8380908,7,1
8381406,7,2
8382864,8,2
8388546,5,0
8390928,6,2
8391366,3,0
8391696,4,0
8392710,6,2
8392890,5,1
8393502,5,0
8395332,8,2
8396652,7,2
8397792,0,0
8398776,5,1
8399376,6,2
8400594,6,2
8401404,6,2
8405802,3,0
8410932,3,0
8414340,4,0
8414376,5,0
8415318,6,2
8416098,7,2
8416176,5,0
8416188,4,0
8421486,7,2
8439372,4,0
8444310,4,0
8457018,7,2
8467428,8,2
8472690,4,0
8484498,8,2
8497938,8,2
8498142,6,1
8506704,5,0
8507022,8,2
8548884,8,2
8563584,7,1
8565288,7,2
8576406,8,2
8583366,9,2
8583738,6,2
8584026,1,0
8593734,6,2
8596908,5,0
8597550,6,2
8597652,3,0
8599518,7,2
8607732,2,0
8620524,5,0
8623296,7,2
8644056,7,2
8650014,5,1
8651472,7,1
8669142,5,1
8672340,7,2
8680704,7,2
8683734,5,1
8687916,5,0
8688120,7,2
8691432,5,0
8712228,4,0
8722254,6,2
8746086,5,0
8753196,1,0
8753532,7,2
8753832,6,2
8754426,5,0
8766282,8,2
8768676,8,2
8768934,7,2
8773956,4,0
8806302,6,2
8812284,3,0
8821122,4,0
8823444,4,0
8824062,5,0
8834790,5,0
8834994,8,2
8841516,3,0
8845890,6,2
8851308,8,2
8853324,4,0
8856594,7,2
8857092,7,2
8857164,5,0
8859450,8,2
8859696,7,2
8860284,5,0
8860944,6,2
8864718,7,2
8866632,7,2
8867106,6,2
8870880,8,2
8872908,5,1
8872974,9,2
8873856,7,2
8874366,7,1
8880510,6,1
8881326,7,1
8884434,2,0
8884854,6,2
8927178,6,2
8942640,5,0
8943906,8,2
8946066,6,1
8946336,8,2
8947692,6,2
8961078,6,1
8972094,5,0
8973804,8,2
8982180,6,2
8982186,7,2
9025296,6,2
9026712,5,0
9030192,4,0
9043872,6,2
9045156,5,0
9056784,8,2
9057306,6,1
9060084,6,1
9060612,6,1
9065010,7,2
9066492,5,0
9066744,6,2
9070332,6,2
9071280,4,0
9071988,5,1
9075078,7,2
9075132,6,2
9076452,5,1
9077526,3,0
9078930,8,2
9089646,6,2
9118542,7,2
9142626,6,2
9144162,4,0
9146754,1,0
9150762,5,0
9155802,4,1
9160878,5,1
9165276,5,0
9165396,7,2
9167862,4,0
9170688,7,2
9175482,7,2
9178746,8,2
9197988,6,1
9198750,5,1
9203382,9,2
9205404,9,1
9219504,5,0
9220998,6,2
9225600,5,0
9227220,7,2
9234876,3,0
9240444,5,0
9240906,4,0
9243174,7,2
9245376,1,0
9251970,7,2
9291900,7,2
9302946,6,2
9308406,7,2
9311268,5,0
9317154,7,2
9319212,7,1
9327402,4,1
9328908,6,2
9329586,4,0
9330408,3,0
9333282,4,0
9333306,5,0
9338766,6,1
9344976,8,1
9345546,5,0
9346782,5,0
9347526,5,0
9347940,5,0
9348264,6,2
9348672,7,1
9351900,3,0
9354006,3,0
9355386,8,2
9358128,6,2
9361848,0,0
9363030,7,2
9363210,6,1
9365700,4,0
9369882,7,2
9369906,4,0
9420324,5,1
9440592,6,2
9442554,8,2
9446616,7,2
9448716,5,0
9449622,8,2
9450906,3,0
9459792,6,2
9465450,6,2
9465900,2,0
9467172,7,2
9485862,7,2
9491418,7,2
9493308,5,0
9494880,4,0
9499902,6,2
9511044,6,2
9520368,6,2
9531216,4,0
9531378,7,2
9533268,6,2
9538392,8,2
9539130,5,0
9544266,6,2
9549516,4,0
9553662,3,0
9553878,6,2
9554862,7,2
9582996,8,2
9592686,6,2
9604962,5,0
9605304,5,0
9615816,8,2
9617298,2,0
9618930,5,1
9621486,6,2
9631146,3,0
9631422,5,0
9635862,6,2
9637158,5,0
9640872,6,2
9640884,7,1
9641172,4,0
9643218,6,2
9644022,5,0
9677694,8,2
9681930,4,0
9682446,6,2
9686640,6,1
9700524,6,2
9714432,7,1
9714996,6,2
9719256,5,0
9721884,8,2
9724116,8,2
9724236,7,2
9729870,7,2
9731424,6,1
9731790,7,1
9785502,5,0
9788142,6,2
9791172,7,2
9793464,7,2
9793962,8,2
9794124,7,2
9797892,5,0
9801432,6,2
9802266,4,0
9802986,3,0
9803076,7,2
9804066,6,2
9804906,7,2
9806316,5,0
9806424,8,2
9807126,6,2
9808008,5,0
9810510,8,2
9813246,7,2
9821106,7,2
9823128,5,0
9824646,4,0
9824838,3,0
9825006,7,2
9825654,4,0
9825936,5,0
9826398,8,2
9828678,8,2
9830964,4,0
9831300,8,2
9831990,8,1
9832092,6,2
9833934,6,2
9834438,6,2
9836934,7,2
9841044,4,0
9844014,8,2
9871368,5,0
9876972,5,0
9916626,6,1
9918510,7,1
9919560,7,2
9919608,7,1
9925290,6,2
9927156,5,0
9934992,5,0
9937842,4,1
9938676,7,1
9938826,4,0
9939312,6,2
9939354,6,2
9939636,4,0
9945708,6,2
9945750,7,2
9946728,5,0
9975552,6,2
9996972,8,2
10007172,7,2
10019202,5,0
10032648,5,0
10033170,7,2
10033764,9,2
10034202,5,0
10034472,4,0
10038120,6,2
10042614,4,0
10052046,6,2
10082976,3,0
10086672,6,2
10087662,4,0
10099692,6,2
10103670,5,0
10108158,6,2
10122996,6,1
10126506,8,2
10126866,8,2
10128264,3,0
10128276,7,2
10171950,7,2
10179534,7,2
10195068,5,0
10200564,9,2
10212030,7,2
10213500,3,0
10213620,2,0
10214442,4,0
10220382,8,2
10241586,4,0
10252704,5,0
10267602,0,0
10271970,0,0
10280706,8,2
10297794,7,2
10305924,7,2
10308816,2,0
10309722,3,0
10310262,5,0
10315836,7,2
10317090,4,0
10319502,8,2
10320138,5,0
10323282,7,2
10323636,7,2
10324812,8,2
10325892,5,0
10329120,7,2
10329192,4,0
10330164,7,2
10349964,7,1
10362612,6,2
10373022,7,2
10377720,7,2
10378860,7,2
10382694,7,1
10397154,8,2
10402134,4,1
10402230,7,2
10402494,5,0
10412658,5,1
10412670,4,0
10417428,4,1
10418532,3,0
10418586,5,0
10418952,2,0
10441134,4,0
10457166,6,2
10461030,8,2
10471320,5,0
10490178,6,1
10497330,7,2
10503348,5,2
10504698,6,2
10522770,4,0
10535322,5,1
10555854,3,0
10563816,6,2
10567692,1,0
10572648,5,0
10574178,6,2
10574334,7,2
10577196,6,1
10578636,5,1
10580880,4,0
10581792,6,2
10584738,7,2
10585086,3,0
10586046,7,2
10586748,7,2
10590702,4,0
10631298,7,2
10640646,6,2
10645878,7,2
10649478,1,0
10653210,8,2
10655934,8,1
10656378,7,2
10659450,1,0
10661940,4,0
10662270,7,2
10666374,0,0
10667634,2,0
10671636,6,2
10694712,6,2
10718838,9,2
10728900,0,0
10731618,5,0
10736988,5,0
10737954,7,2
10738428,7,2
10739064,6,1
10741320,9,2
10741938,4,0
10742286,7,2
10743144,5,0
10743150,8,2
10752072,6,1
10752390,8,1
10752786,6,1
10752978,7,2
10754280,5,0
10754916,3,0
10756686,8,2
10757838,4,0
10758090,7,2
10759230,1,0
10761390,6,2
10761402,4,0
10764756,7,2
10769412,8,1
10769892,8,2
10774890,7,2
10823370,6,2
10841568,6,2
10848852,7,2
10860408,7,2
10860936,5,0
10860960,3,0
10862544,5,0
10863672,7,2
10865934,8,2
10866456,5,0
10867026,8,2
10868700,4,0
10884150,3,0
10898268,3,0
10904748,5,0
10914450,6,2
10915626,7,2
10917162,7,2
10919574,6,2
10923876,6,2
10925172,5,1
10939452,6,1
10941510,6,1
10943376,6,2
10946550,4,0
10949904,6,2
10949970,5,1
10953630,9,1
10960176,7,2
10968606,6,2
10987152,8,2
11003568,8,1
11014350,3,1
11014932,5,0
11021730,8,2
11026326,4,0
11029308,6,1
11033382,6,2
11043300,7,2
11053686,5,0
11063640,6,2
11069136,5,0
11077458,5,1
11078988,7,2
11080278,7,1
11081784,6,1
11091954,6,2
11093184,7,1
11093766,4,0
11094240,6,1
11099178,7,2
11106408,6,2
11111466,8,1
11111808,4,0
11112060,8,2
11113800,8,2
11114610,3,0
11120142,6,2
11123502,5,1
11124006,5,0
11124246,6,2
11124432,5,0
11129820,2,0
11135106,6,2
11135220,5,0
11148000,6,1
11150730,7,1
11150898,6,2
11171214,4,0
11173470,1,0
11184474,6,2
11186988,4,0
11190414,6,2
11191290,7,2
11191398,5,0
11192742,5,0
11193852,6,2
11194338,7,2
11195616,7,2
11198010,2,0
11202258,4,0
11204022,5,0
11204994,1,0
11207838,7,2
11210694,7,2
11211318,3,0
11217222,6,2
11220180,7,2
11221794,8,2
11223048,9,2
11224782,7,2
11225466,7,2
11228358,5,1
11230692,8,2
11263374,3,0
11274726,6,2
11290356,6,2
11292756,5,1
11293452,6,1
11295096,7,2
11296476,5,0
11301414,7,2
11301504,6,1
11301588,6,2
11302524,5,0
11302752,4,0
11303718,4,0
11303886,3,0
11322402,4,0
11324202,4,0
11326656,3,0
11328714,7,2
11331240,5,0
11339412,6,2
11344110,5,0
11357670,6,1
11374350,4,0
11380884,9,2
11386536,1,0
11391792,4,0
11393022,7,2
11393586,5,0
11396820,6,2
11396934,8,2
11397156,5,0
11398146,6,2
11407698,6,1
11413830,6,2
11419434,5,0
11425506,1,0
11438736,4,0
11445744,5,0
11449236,7,2
11457666,7,2
11457750,6,2
11484564,6,1
11487660,6,2
11488596,5,0
11488890,7,2
11488980,6,2
11489694,3,0
11493444,7,2
11535120,7,2
11535180,7,2
11536212,7,1
11564256,9,2
11567742,5,0
11568558,9,2
11571498,6,2
